package_id,customer_id,package_name,bundled_services,discount_pct,start_date,end_date
PKG8F7A1E8C6C,CUST100003274,Triple Play Bundle,Mobile+Streaming,1.9,2018-09-12,2020-01-29 17:59:26
PKG584A3C6401,CUST100029950,International Calling Pack,Mobile+TV+Internet,12.6,2022-04-11,2023-07-17 11:21:26
PKG7872FCE12D,CUST100045401,Triple Play Bundle,Internet+Security,8.7,2023-05-29,2024-08-06 20:00:31
PKG65FA08BE63,CUST100056328,Mobile + Streaming,Mobile+Streaming,17.8,2018-09-21,2019-10-11 04:20:30
PKGE4A9171DD2,CUST100080855,Mobile + Streaming,Mobile+TV+Internet,12.4,2021-03-05,2021-12-14 12:49:14
PKGC23677D8D7,CUST100035743,Home Security Add-on,Mobile+TV+Internet,16.2,2020-04-28,2021-09-16 11:21:29
PKG7C0DA64B57,CUST100015251,Home Security Add-on,Internet+Security,1.6,2023-03-13,2025-02-17 05:14:15
PKG99E89DC8C3,CUST100076311,Triple Play Bundle,Mobile+Streaming,12.1,2025-06-28,2026-04-07 10:12:20
PKG498727257D,CUST100011535,Device Protection Plan,Mobile Only Add-on,20.5,2023-10-02,2024-06-06 14:01:07
PKG507806BC9F,CUST100009960,Home Security Add-on,Internet+Security,1.5,2025-06-11,2026-03-08 13:22:10
PKGD358C84FDD,CUST100076786,Device Protection Plan,Internet+Security,27.1,2018-01-20,2018-08-16 21:24:51
PKGEF785618F3,CUST100026510,Mobile + Streaming,Mobile+Streaming,12.6,2018-08-06,2020-03-05 09:31:05
PKGFE3AF36F19,CUST100014735,International Calling Pack,Internet+Security,16.5,2019-03-29,2020-07-15 00:19:56
PKGF1DF8D3F88,CUST100024329,Home Security Add-on,Mobile+Streaming,19.6,2022-03-19,2023-10-24 14:24:16
PKG67D93C9997,CUST100020241,Mobile + Streaming,Mobile+Streaming,12.1,2018-11-17,2020-04-14 15:33:53
PKG795AEF495D,CUST100015764,Triple Play Bundle,Mobile Only Add-on,21.7,2025-01-10,2025-12-11 05:40:44
PKG5AC69BDAB4,CUST100006373,Home Security Add-on,Mobile+Streaming,17.4,2022-05-29,2023-03-07 05:56:34
PKG4B174CCF95,CUST100067745,Home Security Add-on,Mobile+Streaming,23.0,2024-06-28,2025-06-12 06:40:37
PKGC7335BA4E3,CUST100018611,Device Protection Plan,Internet+Security,28.0,2022-09-16,2024-05-29 19:07:28
PKG6AC1B10214,CUST100013705,Device Protection Plan,Internet+Security,21.0,2025-09-22,2027-04-26 10:49:55
PKG2696EEBC1C,CUST100014553,Home Security Add-on,Mobile Only Add-on,7.4,2022-01-03,2023-05-16 05:17:41
PKG0CA376BBB8,CUST100032749,Device Protection Plan,Mobile Only Add-on,7.6,2024-10-05,2026-05-06 22:22:29
PKG482E8CA500,CUST100059567,Home Security Add-on,Mobile Only Add-on,17.8,2019-08-09,2020-09-21 04:56:43
PKGE5EB78031A,CUST100042235,International Calling Pack,Mobile+TV+Internet,3.9,2018-10-12,2019-12-30 13:10:45
PKG564BDD0546,CUST100015362,Home Security Add-on,Internet+Security,6.9,2019-05-24,2021-04-09 13:04:45
PKG1AEEEF270E,CUST100093904,Home Security Add-on,Mobile Only Add-on,21.9,2018-08-05,2019-10-23 10:01:08
PKG303892F749,CUST100016189,Device Protection Plan,Mobile+TV+Internet,25.4,2018-10-14,2020-04-26 11:54:01
PKG9946E90E3B,CUST100067516,Home Security Add-on,Mobile+TV+Internet,23.8,2018-09-11,2019-07-04 15:57:20
PKGEC69941514,CUST100006759,Triple Play Bundle,Mobile+Streaming,15.9,2018-02-03,2019-04-08 23:42:11
PKGA66AA3BC7B,CUST100039568,Mobile + Streaming,Internet+Security,29.2,2021-11-20,2023-05-03 18:34:34
PKG3CEBA10426,CUST100090728,International Calling Pack,Mobile+Streaming,13.5,2019-09-07,2020-10-30 06:59:11
PKGA3C8AF8C32,CUST100088850,Device Protection Plan,Mobile+Streaming,25.5,2023-10-27,2025-05-28 07:45:02
PKGCAE408411F,CUST100068412,Mobile + Streaming,Mobile+TV+Internet,7.8,2020-04-23,2021-05-24 14:39:11
PKG32101E8BBB,CUST100039685,Triple Play Bundle,Mobile+Streaming,29.9,2024-11-13,2025-08-04 11:16:46
PKGF58515ED69,CUST100070192,Home Security Add-on,Mobile+TV+Internet,28.4,2024-09-17,2025-10-06 05:27:35
PKG9A5A9DE9DC,CUST100057674,Home Security Add-on,Internet+Security,25.2,2020-12-13,2021-10-12 20:25:01
PKG29D4B9D33B,CUST100070215,Mobile + Streaming,Mobile Only Add-on,29.5,2024-10-28,2025-10-27 20:07:54
PKGEDC855C264,CUST100015180,Home Security Add-on,Mobile+TV+Internet,29.7,2021-04-17,2022-11-25 22:39:59
PKGF840FD9D72,CUST100058887,Mobile + Streaming,Mobile+Streaming,17.0,2020-06-21,2021-12-01 09:21:02
PKGB7EFD5B68A,CUST100028593,International Calling Pack,Mobile Only Add-on,23.9,2018-10-08,2019-05-26 05:44:47
PKGA440C77693,CUST100058057,International Calling Pack,Mobile Only Add-on,22.7,2022-01-12,2023-01-04 16:37:48
PKG6D3ECA2D7F,CUST100094070,International Calling Pack,Internet+Security,16.9,2024-03-06,2024-11-08 05:17:32
PKG1979EE9A6E,CUST100019558,Home Security Add-on,Mobile Only Add-on,22.5,2020-12-30,2022-10-06 12:43:59
PKG1D92C01554,CUST100008767,Mobile + Streaming,Internet+Security,5.5,2025-11-10,2027-05-24 03:58:26
PKG926B059B35,CUST100048975,Device Protection Plan,Mobile+Streaming,19.4,2020-06-22,2021-01-18 22:41:52
PKG46E9C936BF,CUST100061793,International Calling Pack,Mobile Only Add-on,19.6,2020-09-16,2021-09-07 16:21:59
PKG5939462749,CUST100083301,Mobile + Streaming,Mobile+TV+Internet,26.7,2024-06-03,2025-11-23 12:58:23
PKG405BEEC0E3,CUST100011547,Home Security Add-on,Mobile Only Add-on,25.6,2025-01-25,2026-12-25 06:28:15
PKG53AA681ECF,CUST100014897,Triple Play Bundle,Mobile+TV+Internet,15.9,2021-10-06,2022-07-08 12:48:40
PKG658EB02F1E,CUST100012441,International Calling Pack,Mobile+Streaming,24.0,2022-10-26,2024-06-19 10:05:26
PKGEF13745440,CUST100041374,Home Security Add-on,Mobile Only Add-on,28.8,2019-10-29,2020-07-17 06:59:49
PKG26A3407688,CUST100070095,Device Protection Plan,Mobile+Streaming,23.1,2019-07-12,2021-03-18 13:15:17
PKGCDFF29D1B2,CUST100018749,Mobile + Streaming,Mobile Only Add-on,19.6,2024-09-05,2026-01-14 10:59:14
PKGC4CD0494D1,CUST100016321,Device Protection Plan,Mobile+TV+Internet,3.6,2024-11-08,2026-02-02 06:59:02
PKGC6344A4B55,CUST100006194,International Calling Pack,Internet+Security,29.6,2019-06-21,2020-07-01 12:17:07
PKG059C2B0E88,CUST100048393,Home Security Add-on,Mobile+TV+Internet,1.3,2021-08-15,2022-10-11 17:07:58
PKGCDC86FDC0D,CUST100033570,Home Security Add-on,Mobile+Streaming,4.2,2018-01-20,2019-01-17 19:29:15
PKGA3BC996959,CUST100021995,Mobile + Streaming,Internet+Security,23.7,2024-12-27,2025-09-14 02:37:59
PKG0D7747FB7E,CUST100013991,Mobile + Streaming,Mobile+Streaming,5.5,2020-05-23,2021-03-17 20:00:21
PKGEEE94E76FC,CUST100089678,International Calling Pack,Mobile Only Add-on,29.9,2023-04-02,2025-02-16 09:12:44
PKG1E1A09633E,CUST100069322,Triple Play Bundle,Mobile Only Add-on,24.4,2023-01-19,2024-02-18 10:56:58
PKG957A6FFAF7,CUST100076683,Home Security Add-on,Mobile+Streaming,1.3,2021-01-04,2022-09-12 20:13:13
PKG2FD01140D0,CUST100034167,Device Protection Plan,Internet+Security,4.5,2018-07-22,2020-02-08 03:09:34
PKGDE98899D93,CUST100029819,Device Protection Plan,Internet+Security,22.2,2018-07-04,2019-10-27 02:37:59
PKGFAE6638ABD,CUST100014454,International Calling Pack,Mobile+Streaming,0.2,2023-12-27,2025-06-02 23:42:11
PKGBDA5FC4643,CUST100022330,Triple Play Bundle,Internet+Security,21.8,2020-12-22,2021-11-23 13:39:28
PKGFE19AFBE36,CUST100095091,Device Protection Plan,Mobile Only Add-on,5.0,2023-05-13,2024-02-03 20:32:48
PKG8F0D0E76FD,CUST100043121,Mobile + Streaming,Mobile+TV+Internet,22.0,2022-09-14,2023-07-22 02:46:31
PKG44226EE0C6,CUST100009096,Home Security Add-on,Mobile+Streaming,22.5,2025-05-25,2026-11-23 06:40:42
PKG283A240AC5,CUST100084555,Home Security Add-on,Mobile+TV+Internet,1.4,2025-07-13,2026-04-29 05:15:56
PKGCFDA0520E4,CUST100062775,Home Security Add-on,Mobile+Streaming,10.2,2018-04-06,2018-12-16 15:42:06
PKG9796682271,CUST100052655,Triple Play Bundle,Mobile Only Add-on,20.5,2018-05-24,2019-03-08 02:30:30
PKG8FB93BDBC2,CUST100043453,Device Protection Plan,Mobile Only Add-on,5.2,2021-03-24,2023-03-18 18:27:55
PKG5863EEC6E1,CUST100021728,Triple Play Bundle,Mobile+Streaming,10.1,2025-06-09,2027-01-14 21:26:59
PKG992F975E39,CUST100013905,Device Protection Plan,Internet+Security,13.9,2019-12-01,2020-09-30 11:42:02
PKG505C13A1AA,CUST100026005,Device Protection Plan,Mobile+Streaming,22.4,2020-07-14,2022-02-17 13:34:20
PKGD7F106AB46,CUST100071303,Mobile + Streaming,Mobile+TV+Internet,18.2,2023-05-10,2024-05-20 04:52:54
PKGE950894402,CUST100020277,International Calling Pack,Mobile+Streaming,20.8,2018-03-12,2019-04-28 14:23:50
PKGB4264A9CDD,CUST100071951,Home Security Add-on,Internet+Security,12.0,2021-05-15,2022-03-05 13:58:46
PKG159C3FAC00,CUST100007112,Mobile + Streaming,Mobile+TV+Internet,22.9,2025-11-26,2026-12-02 15:40:56
PKGD7D80EB6A5,CUST100005804,Triple Play Bundle,Internet+Security,21.3,2020-09-24,2021-05-03 02:54:04
PKGD4C38C1EC8,CUST100030207,Mobile + Streaming,Mobile+TV+Internet,7.6,2024-09-06,2025-08-21 20:31:17
PKGE2FC3CA0E6,CUST100017281,International Calling Pack,Mobile+Streaming,28.1,2021-09-07,2022-03-18 07:10:40
PKG4350C8F570,CUST100049761,Triple Play Bundle,Mobile+TV+Internet,18.0,2025-12-02,2027-04-06 16:26:16
PKG9BBC1C29CB,CUST100050273,Home Security Add-on,Mobile Only Add-on,5.8,2018-09-16,2020-02-02 04:44:08
PKG0A7FAF9A09,CUST100018365,International Calling Pack,Internet+Security,26.0,2019-06-02,2020-02-27 05:53:12
PKG8D2B12B5EE,CUST100055587,Triple Play Bundle,Mobile+TV+Internet,1.4,2019-03-01,2020-09-23 00:40:55
PKG1033EDF8FB,CUST100083964,Mobile + Streaming,Internet+Security,2.8,2020-01-08,2021-12-31 17:20:45
PKG320E7236FB,CUST100097797,Home Security Add-on,Mobile+Streaming,13.3,2020-06-03,2022-02-21 19:36:26
PKG56218205CE,CUST100082582,Mobile + Streaming,Mobile Only Add-on,20.8,2021-12-30,2023-09-29 03:21:40
PKG880345347B,CUST100067456,Device Protection Plan,Mobile Only Add-on,12.9,2023-06-26,2025-02-03 20:42:53
PKG6CC94B855A,CUST100016279,International Calling Pack,Mobile Only Add-on,1.7,2020-03-22,2021-12-24 03:06:01
PKGFF315E0BF5,CUST100042343,Device Protection Plan,Mobile+Streaming,10.5,2021-02-22,2022-09-06 08:52:58
PKG9D69AB53CE,CUST100026074,Triple Play Bundle,Internet+Security,2.8,2020-04-01,2021-06-06 04:12:04
PKG888F97596F,CUST100017901,Device Protection Plan,Mobile+Streaming,16.4,2024-01-11,2024-09-13 11:54:19
PKGCD3D1B7095,CUST100068115,International Calling Pack,Internet+Security,5.5,2020-02-21,2021-05-04 14:34:47
PKG8DDB0AC0E9,CUST100072514,International Calling Pack,Mobile+Streaming,17.9,2022-10-04,2024-02-25 21:28:14
PKGC66EFA3F1C,CUST100036574,Triple Play Bundle,Mobile Only Add-on,27.5,2021-01-22,2021-10-01 05:20:04
PKGF9062FDB3F,CUST100059810,Device Protection Plan,Internet+Security,4.6,2025-01-27,2026-05-30 14:57:13
PKGD33CAF4CF8,CUST100003310,Triple Play Bundle,Mobile+TV+Internet,4.0,2024-10-06,2025-10-21 22:04:03
PKG71C6F4D439,CUST100029435,Device Protection Plan,Mobile Only Add-on,13.4,2021-10-25,2022-08-18 04:51:13
PKG37EDF899AB,CUST100065920,Triple Play Bundle,Internet+Security,15.9,2022-02-15,2023-08-31 21:23:15
PKGB45834C106,CUST100085378,Home Security Add-on,Mobile+TV+Internet,15.4,2019-02-27,2020-11-22 04:16:09
PKG7B84E1D1F8,CUST100029384,Mobile + Streaming,Mobile+Streaming,6.0,2025-09-13,2027-01-19 09:05:31
PKG25FA087EB6,CUST100006752,International Calling Pack,Mobile+TV+Internet,26.5,2018-01-05,2019-12-28 03:48:00
PKG8F2D05043A,CUST100062668,Mobile + Streaming,Mobile Only Add-on,20.2,2021-05-30,2022-06-28 07:26:21
PKG39C827BD96,CUST100079512,International Calling Pack,Mobile+TV+Internet,18.3,2018-05-20,2019-07-02 08:02:16
PKG937A13D079,CUST100071802,Triple Play Bundle,Mobile+TV+Internet,7.1,2021-01-02,2022-12-31 11:15:53
PKG9492417628,CUST100020874,Home Security Add-on,Internet+Security,0.1,2024-06-11,2025-12-23 13:14:40
PKGD33FB5839C,CUST100003886,Triple Play Bundle,Mobile+Streaming,30.0,2022-06-08,2023-06-12 14:40:30
PKG953999E879,CUST100083487,Device Protection Plan,Mobile+TV+Internet,16.4,2023-07-04,2025-03-25 23:52:06
PKG084F9981AE,CUST100023026,Device Protection Plan,Mobile+TV+Internet,17.5,2022-01-26,2023-02-17 20:22:11
PKG54DCBE19EE,CUST100057020,Home Security Add-on,Internet+Security,10.5,2025-04-28,2026-07-25 09:30:45
PKG3814B738F9,CUST100035597,Device Protection Plan,Mobile Only Add-on,17.6,2018-08-03,2020-05-16 06:40:46
PKGD7ACB9A9C5,CUST100000559,International Calling Pack,Mobile+Streaming,19.0,2019-01-29,2020-09-05 18:55:15
PKG9A0D38D614,CUST100012999,Device Protection Plan,Mobile+TV+Internet,16.3,2018-04-24,2020-02-18 12:27:42
PKGA47BB7B808,CUST100036681,Mobile + Streaming,Internet+Security,15.1,2023-09-13,2024-12-17 20:36:12
PKGDD352589A8,CUST100048688,Triple Play Bundle,Mobile Only Add-on,3.2,2021-06-09,2022-11-24 17:33:46
PKGB3D027F7CE,CUST100068464,Mobile + Streaming,Mobile+Streaming,1.0,2024-09-05,2025-11-15 19:38:38
PKGF282944990,CUST100090111,Device Protection Plan,Mobile+TV+Internet,16.5,2025-05-30,2027-04-03 03:33:49
PKGAF5F637CE4,CUST100031515,Device Protection Plan,Mobile Only Add-on,1.9,2025-02-26,2025-09-11 20:59:12
PKGD5A1EBB9DB,CUST100007334,Home Security Add-on,Mobile+Streaming,4.4,2023-10-31,2024-09-19 04:54:26
PKG9531268377,CUST100011260,Home Security Add-on,Mobile+Streaming,4.0,2025-07-17,2026-06-13 08:35:56
PKG01BB7301CD,CUST100052225,Mobile + Streaming,Internet+Security,0.1,2018-08-01,2019-10-28 07:03:03
PKG75C72AC9E9,CUST100062275,Home Security Add-on,Mobile+TV+Internet,12.4,2023-05-21,2024-06-03 04:27:17
PKGE38C6C3B6D,CUST100012464,Mobile + Streaming,Mobile+Streaming,15.7,2019-03-19,2019-09-19 04:51:02
PKG24D9DD8D70,CUST100030762,Triple Play Bundle,Mobile+TV+Internet,29.1,2019-11-19,2021-11-09 22:13:24
PKGC89F2DE223,CUST100016492,Triple Play Bundle,Mobile+TV+Internet,25.2,2019-04-23,2021-01-06 13:04:33
PKG2CA0FBEE3A,CUST100088506,Home Security Add-on,Mobile+Streaming,17.7,2020-11-18,2022-11-02 13:13:53
PKG8D54873452,CUST100091977,International Calling Pack,Mobile+TV+Internet,8.3,2023-01-06,2023-12-23 20:46:39
PKGDC9CC38072,CUST100046141,Triple Play Bundle,Mobile+TV+Internet,14.6,2025-09-17,2026-10-31 05:47:15
PKG7257D79954,CUST100030254,Home Security Add-on,Internet+Security,5.0,2019-08-20,2021-04-20 15:50:22
PKGF42D4D5A70,CUST100009851,Home Security Add-on,Internet+Security,24.1,2025-11-07,2027-02-06 13:34:49
PKGE29CD0A73F,CUST100043981,International Calling Pack,Mobile+TV+Internet,24.7,2020-09-09,2022-08-07 18:30:40
PKGC22FF2C495,CUST100052128,Mobile + Streaming,Mobile Only Add-on,29.0,2023-11-30,2024-12-18 19:45:35
PKG806C438063,CUST100036013,Device Protection Plan,Mobile Only Add-on,23.3,2024-05-14,2025-09-26 19:09:03
PKGDB895F1888,CUST100057470,International Calling Pack,Internet+Security,18.9,2022-01-10,2023-06-02 20:23:32
PKG3CEF552DC2,CUST100045928,Triple Play Bundle,Mobile Only Add-on,7.7,2025-08-18,2026-09-20 17:51:58
PKG65636EBD25,CUST100063277,Mobile + Streaming,Mobile+TV+Internet,15.8,2023-04-13,2024-06-06 19:06:57
PKG62095467F2,CUST100068642,Device Protection Plan,Mobile Only Add-on,21.6,2019-05-11,2020-11-24 12:10:36
PKG60DC2DD925,CUST100050946,Home Security Add-on,Internet+Security,23.7,2025-03-28,2026-06-10 13:31:00
PKG57B817F436,CUST100016590,Home Security Add-on,Mobile+Streaming,23.7,2019-10-25,2021-04-25 04:04:47
PKG71DC3BD08A,CUST100078106,Device Protection Plan,Mobile Only Add-on,15.1,2022-12-16,2023-10-09 22:36:33
PKGA87D948869,CUST100090662,Mobile + Streaming,Mobile+TV+Internet,2.1,2019-03-01,2021-01-04 03:20:54
PKGFD53EB564C,CUST100075950,International Calling Pack,Internet+Security,5.0,2024-03-22,2025-08-13 18:55:58
