store_id,store_name,store_type,address_line,city,state,zip,phone,open_time,close_time,is_active,opened_on
STR0085,Slice & Dice #0085,express_kiosk,2606 Market St,Miami,FL,33101,(380) 951-9548,10:00,23:00,true,2018-01-11
STR0086,Slice & Dice #0086,express_kiosk,7716 Market St,Atlanta,GA,30303,(948) 806-5397,10:00,23:00,true,2017-10-02
STR0087,Slice & Dice #0087,dine_in,4669 Lakeview Blvd,Charlotte,NC,28202,(449) 968-8613,10:00,23:00,true,2022-06-29
STR0088,Slice & Dice #0088,delivery_hub,570 Lakeview Blvd,Seattle,WA,98101,(532) 386-8988,10:00,23:00,true,2023-12-12
STR0089,Slice & Dice #0089,delivery_hub,4681 Park Ave,Denver,CO,80202,(918) 482-1166,10:00,23:00,true,2017-02-21
STR0090,Slice & Dice #0090,takeout,6758 Lakeview Blvd,Dallas,TX,75201,(768) 976-4937,10:00,23:00,true,2022-03-30
STR0091,Slice & Dice #0091,express_kiosk,7442 2nd St,Tampa,FL,33602,(217) 295-5820,10:00,23:00,true,2022-10-04
STR0092,Slice & Dice #0092,delivery_hub,9628 Elm St,San Antonio,TX,78205,(684) 766-9698,10:00,23:00,true,2023-05-14
STR0093,Slice & Dice #0093,delivery_hub,5864 Highland Ave,Chicago,IL,60601,(664) 477-6023,10:00,23:00,true,2016-05-09
STR0094,Slice & Dice #0094,takeout,5269 Oak Ave,Tampa,FL,33602,(960) 748-4033,10:00,23:00,true,2023-04-14
STR0095,Slice & Dice #0095,delivery_hub,9759 2nd St,Portland,OR,97201,(737) 811-5636,10:00,23:00,true,2024-05-03
STR0096,Slice & Dice #0096,delivery_hub,3827 Elm St,San Antonio,TX,78205,(383) 509-1231,10:00,23:00,true,2016-06-02
STR0097,Slice & Dice #0097,dine_in,993 River Rd,Denver,CO,80202,(499) 914-3068,10:00,23:00,true,2023-06-11
STR0098,Slice & Dice #0098,dine_in,300 Park Ave,Portland,OR,97201,(491) 680-8843,10:00,23:00,true,2017-01-25
STR0099,Slice & Dice #0099,delivery_hub,7927 Oak Ave,Austin,TX,78701,(266) 610-9056,10:00,23:00,true,2022-01-22
STR0100,Slice & Dice #0100,dine_in,2585 Pine Rd,Miami,FL,33101,(776) 511-2395,10:00,23:00,true,2016-04-30
STR0101,Slice & Dice #0101,express_kiosk,9866 2nd St,Chicago,IL,60601,(833) 431-9561,10:00,23:00,true,2025-03-10
STR0102,Slice & Dice #0102,delivery_hub,9742 Market St,Portland,OR,97201,(512) 782-1986,10:00,23:00,true,2023-04-20
STR0103,Slice & Dice #0103,takeout,3557 Cedar Ln,Dallas,TX,75201,(876) 283-3573,10:00,23:00,true,2021-03-10
STR0104,Slice & Dice #0104,takeout,143 Market St,Dallas,TX,75201,(661) 905-8699,10:00,23:00,true,2017-08-06
STR0105,Slice & Dice #0105,delivery_hub,7538 Oak Ave,Denver,CO,80202,(903) 439-5334,10:00,23:00,true,2022-01-04
STR0106,Slice & Dice #0106,takeout,7065 Oak Ave,Atlanta,GA,30303,(757) 430-3441,10:00,23:00,true,2024-04-08
STR0107,Slice & Dice #0107,dine_in,1077 Pine Rd,Houston,TX,77002,(514) 809-5728,10:00,23:00,true,2020-04-03
STR0108,Slice & Dice #0108,delivery_hub,6694 Cedar Ln,Tampa,FL,33602,(712) 752-9090,10:00,23:00,true,2021-09-15
STR0109,Slice & Dice #0109,express_kiosk,5380 Park Ave,Austin,TX,78701,(456) 226-2496,10:00,23:00,true,2022-07-24
STR0110,Slice & Dice #0110,dine_in,4515 Park Ave,Charlotte,NC,28202,(241) 981-3870,10:00,23:00,true,2022-04-22
STR0111,Slice & Dice #0111,delivery_hub,3073 Park Ave,Portland,OR,97201,(646) 850-9056,10:00,23:00,true,2020-04-09
STR0112,Slice & Dice #0112,express_kiosk,5560 Elm St,Phoenix,AZ,85004,(886) 307-3634,10:00,23:00,true,2022-10-12
STR0113,Slice & Dice #0113,delivery_hub,6661 5th Ave,Portland,OR,97201,(978) 763-1601,10:00,23:00,true,2018-07-12
STR0114,Slice & Dice #0114,delivery_hub,1999 2nd St,Denver,CO,80202,(613) 726-1018,10:00,23:00,true,2021-01-31
STR0115,Slice & Dice #0115,express_kiosk,988 Maple Dr,Portland,OR,97201,(730) 570-9167,10:00,23:00,true,2023-07-10
STR0116,Slice & Dice #0116,takeout,4475 River Rd,Austin,TX,78701,(334) 494-8178,10:00,23:00,true,2020-06-08
STR0117,Slice & Dice #0117,dine_in,4020 Highland Ave,Dallas,TX,75201,(362) 518-1224,10:00,23:00,true,2016-01-17
STR0118,Slice & Dice #0118,dine_in,7660 Oak Ave,San Antonio,TX,78205,(863) 357-9165,10:00,23:00,true,2018-04-10
STR0119,Slice & Dice #0119,delivery_hub,6907 5th Ave,Chicago,IL,60601,(694) 683-4993,10:00,23:00,true,2016-08-15
STR0120,Slice & Dice #0120,takeout,9920 River Rd,Seattle,WA,98101,(964) 339-2143,10:00,23:00,true,2023-11-10
STR0121,Slice & Dice #0121,express_kiosk,5668 2nd St,Charlotte,NC,28202,(719) 473-1042,10:00,23:00,true,2018-05-07
STR0122,Slice & Dice #0122,express_kiosk,2534 Lakeview Blvd,Charlotte,NC,28202,(751) 695-6654,10:00,23:00,true,2023-07-22
STR0123,Slice & Dice #0123,express_kiosk,7560 Elm St,Chicago,IL,60601,(393) 914-4912,10:00,23:00,true,2017-08-14
STR0124,Slice & Dice #0124,express_kiosk,815 Elm St,Charlotte,NC,28202,(962) 684-7246,10:00,23:00,true,2022-06-11
STR0125,Slice & Dice #0125,takeout,8215 Main St,Nashville,TN,37203,(329) 714-6439,10:00,23:00,true,2024-10-20
STR0126,Slice & Dice #0126,express_kiosk,1733 River Rd,Charlotte,NC,28202,(667) 215-3361,10:00,23:00,true,2022-05-05
STR0127,Slice & Dice #0127,dine_in,7792 2nd St,Houston,TX,77002,(471) 546-7512,10:00,23:00,true,2024-07-20
STR0128,Slice & Dice #0128,express_kiosk,5288 Sunset Blvd,Phoenix,AZ,85004,(935) 977-8994,10:00,23:00,true,2015-05-28
STR0129,Slice & Dice #0129,dine_in,3946 Sunset Blvd,Atlanta,GA,30303,(900) 494-4727,10:00,23:00,true,2019-11-13
STR0130,Slice & Dice #0130,dine_in,7369 Pine Rd,Dallas,TX,75201,(910) 506-1474,10:00,23:00,false,2023-12-06
STR0131,Slice & Dice #0131,delivery_hub,5973 Elm St,Austin,TX,78701,(641) 349-5000,10:00,23:00,true,2021-05-07
STR0132,Slice & Dice #0132,takeout,2885 Pine Rd,Miami,FL,33101,(280) 824-7267,10:00,23:00,true,2017-09-13
STR0133,Slice & Dice #0133,takeout,3904 Lakeview Blvd,Portland,OR,97201,(853) 460-8529,10:00,23:00,true,2015-02-08
STR0134,Slice & Dice #0134,express_kiosk,4812 Sunset Blvd,Columbus,OH,43215,(759) 361-2210,10:00,23:00,true,2018-11-16
STR0135,Slice & Dice #0135,delivery_hub,7051 Highland Ave,Atlanta,GA,30303,(456) 667-5949,10:00,23:00,true,2019-04-25
STR0136,Slice & Dice #0136,express_kiosk,1847 Maple Dr,Charlotte,NC,28202,(590) 785-6881,10:00,23:00,true,2022-11-04
STR0137,Slice & Dice #0137,dine_in,6584 Cedar Ln,Denver,CO,80202,(208) 779-1803,10:00,23:00,true,2023-05-11
STR0138,Slice & Dice #0138,delivery_hub,3870 Park Ave,Portland,OR,97201,(560) 424-4115,10:00,23:00,true,2022-08-08
STR0139,Slice & Dice #0139,takeout,1691 Sunset Blvd,Nashville,TN,37203,(861) 240-6061,10:00,23:00,true,2015-05-17
STR0140,Slice & Dice #0140,delivery_hub,2253 Oak Ave,Atlanta,GA,30303,(502) 534-7807,10:00,23:00,true,2016-06-25
STR0141,Slice & Dice #0141,delivery_hub,8797 River Rd,Nashville,TN,37203,(479) 368-5210,10:00,23:00,true,2025-08-03
STR0142,Slice & Dice #0142,delivery_hub,5649 2nd St,Portland,OR,97201,(317) 679-2233,10:00,23:00,true,2025-11-02
STR0143,Slice & Dice #0143,express_kiosk,9231 Elm St,San Antonio,TX,78205,(292) 604-1228,10:00,23:00,true,2016-05-21
STR0144,Slice & Dice #0144,delivery_hub,4395 Park Ave,Portland,OR,97201,(590) 853-7086,10:00,23:00,true,2017-08-15
STR0145,Slice & Dice #0145,dine_in,9298 Elm St,Portland,OR,97201,(824) 426-2035,10:00,23:00,true,2020-03-16
STR0146,Slice & Dice #0146,delivery_hub,6789 Oak Ave,Columbus,OH,43215,(343) 246-1609,10:00,23:00,true,2020-07-10
STR0147,Slice & Dice #0147,dine_in,3946 River Rd,Dallas,TX,75201,(338) 597-8432,10:00,23:00,true,2025-08-24
STR0148,Slice & Dice #0148,express_kiosk,9722 Highland Ave,Tampa,FL,33602,(944) 358-7797,10:00,23:00,true,2024-05-07
STR0149,Slice & Dice #0149,express_kiosk,4683 Main St,Portland,OR,97201,(906) 579-4559,10:00,23:00,true,2025-08-29
STR0150,Slice & Dice #0150,delivery_hub,1727 Sunset Blvd,San Antonio,TX,78205,(576) 757-6876,10:00,23:00,true,2018-02-04
STR0151,Slice & Dice #0151,dine_in,7550 Oak Ave,San Antonio,TX,78205,(878) 417-1349,10:00,23:00,true,2018-09-28
STR0152,Slice & Dice #0152,takeout,9350 Maple Dr,San Antonio,TX,78205,(270) 983-4394,10:00,23:00,true,2024-02-13
STR0153,Slice & Dice #0153,takeout,5483 2nd St,Charlotte,NC,28202,(351) 810-1046,10:00,23:00,true,2016-08-15
STR0154,Slice & Dice #0154,delivery_hub,2958 Oak Ave,Houston,TX,77002,(876) 226-3159,10:00,23:00,false,2023-11-10
STR0155,Slice & Dice #0155,takeout,9747 Elm St,Nashville,TN,37203,(216) 378-5347,10:00,23:00,true,2023-04-27
STR0156,Slice & Dice #0156,dine_in,1141 Lakeview Blvd,Seattle,WA,98101,(659) 996-6931,10:00,23:00,true,2016-03-22
STR0157,Slice & Dice #0157,takeout,810 Highland Ave,Portland,OR,97201,(874) 733-5941,10:00,23:00,true,2025-10-23
STR0158,Slice & Dice #0158,dine_in,7947 5th Ave,Austin,TX,78701,(611) 636-2768,10:00,23:00,true,2025-03-15
STR0159,Slice & Dice #0159,dine_in,1423 Elm St,Portland,OR,97201,(822) 351-2076,10:00,23:00,true,2022-01-01
STR0160,Slice & Dice #0160,delivery_hub,6340 Park Ave,Miami,FL,33101,(743) 501-8433,10:00,23:00,true,2019-10-29
STR0161,Slice & Dice #0161,dine_in,9133 Highland Ave,Dallas,TX,75201,(420) 640-8398,10:00,23:00,true,2019-08-22
STR0162,Slice & Dice #0162,express_kiosk,6632 Market St,Phoenix,AZ,85004,(947) 297-6120,10:00,23:00,true,2022-06-17
STR0163,Slice & Dice #0163,delivery_hub,2600 Sunset Blvd,Denver,CO,80202,(685) 268-2494,10:00,23:00,true,2016-01-17
STR0164,Slice & Dice #0164,dine_in,6205 2nd St,Seattle,WA,98101,(333) 769-1982,10:00,23:00,true,2021-04-19
STR0165,Slice & Dice #0165,delivery_hub,2102 Market St,Chicago,IL,60601,(562) 881-7929,10:00,23:00,true,2023-02-01
STR0166,Slice & Dice #0166,delivery_hub,9937 Cedar Ln,Austin,TX,78701,(560) 306-9313,10:00,23:00,true,2022-05-13
STR0167,Slice & Dice #0167,takeout,1873 Elm St,Portland,OR,97201,(769) 576-2882,10:00,23:00,true,2021-06-09
STR0168,Slice & Dice #0168,express_kiosk,9290 2nd St,San Antonio,TX,78205,(836) 828-1430,10:00,23:00,true,2022-05-18
STR0169,Slice & Dice #0169,delivery_hub,574 Pine Rd,Charlotte,NC,28202,(479) 919-6062,10:00,23:00,true,2018-12-08
STR0170,Slice & Dice #0170,takeout,2447 Park Ave,Austin,TX,78701,(873) 610-2140,10:00,23:00,true,2022-02-06
STR0171,Slice & Dice #0171,dine_in,8791 Maple Dr,Austin,TX,78701,(585) 629-8432,10:00,23:00,true,2019-02-24
STR0172,Slice & Dice #0172,delivery_hub,9399 Park Ave,Denver,CO,80202,(286) 253-3549,10:00,23:00,true,2021-12-05
STR0173,Slice & Dice #0173,dine_in,4558 Lakeview Blvd,Austin,TX,78701,(877) 634-8957,10:00,23:00,true,2019-08-24
STR0174,Slice & Dice #0174,takeout,8494 Oak Ave,Denver,CO,80202,(553) 640-2816,10:00,23:00,true,2022-08-11
STR0175,Slice & Dice #0175,express_kiosk,8733 Sunset Blvd,Atlanta,GA,30303,(515) 246-4612,10:00,23:00,true,2021-09-20
STR0176,Slice & Dice #0176,dine_in,3449 Cedar Ln,Austin,TX,78701,(416) 985-3248,10:00,23:00,true,2018-03-31
STR0177,Slice & Dice #0177,dine_in,226 Lakeview Blvd,Phoenix,AZ,85004,(964) 640-3878,10:00,23:00,true,2020-12-21
STR0178,Slice & Dice #0178,takeout,8296 River Rd,Tampa,FL,33602,(884) 562-2180,10:00,23:00,true,2023-04-28
STR0179,Slice & Dice #0179,express_kiosk,407 Lakeview Blvd,Austin,TX,78701,(279) 520-8033,10:00,23:00,true,2022-12-16
STR0180,Slice & Dice #0180,express_kiosk,4843 Oak Ave,Miami,FL,33101,(614) 221-6321,10:00,23:00,true,2025-08-17
STR0181,Slice & Dice #0181,express_kiosk,6028 Oak Ave,Atlanta,GA,30303,(647) 308-4986,10:00,23:00,true,2019-06-29
STR0182,Slice & Dice #0182,dine_in,6584 5th Ave,Chicago,IL,60601,(517) 963-6562,10:00,23:00,true,2023-09-27
STR0183,Slice & Dice #0183,dine_in,8463 Sunset Blvd,Houston,TX,77002,(316) 743-9355,10:00,23:00,true,2023-09-15
STR0184,Slice & Dice #0184,delivery_hub,2519 Maple Dr,Phoenix,AZ,85004,(305) 349-5193,10:00,23:00,true,2021-10-03
STR0185,Slice & Dice #0185,dine_in,3002 2nd St,Houston,TX,77002,(843) 705-8601,10:00,23:00,true,2023-07-10
STR0186,Slice & Dice #0186,express_kiosk,9348 Sunset Blvd,Atlanta,GA,30303,(850) 839-6295,10:00,23:00,true,2022-01-13
STR0187,Slice & Dice #0187,takeout,7305 Oak Ave,Phoenix,AZ,85004,(680) 652-5961,10:00,23:00,true,2021-08-19
STR0188,Slice & Dice #0188,delivery_hub,8412 Oak Ave,Austin,TX,78701,(517) 672-8404,10:00,23:00,false,2019-02-19
STR0189,Slice & Dice #0189,delivery_hub,1357 Sunset Blvd,Charlotte,NC,28202,(292) 829-9307,10:00,23:00,true,2021-07-05
STR0190,Slice & Dice #0190,dine_in,7468 2nd St,Chicago,IL,60601,(785) 867-4084,10:00,23:00,true,2020-05-02
STR0191,Slice & Dice #0191,takeout,1113 Lakeview Blvd,Chicago,IL,60601,(305) 551-2381,10:00,23:00,true,2016-12-07
STR0192,Slice & Dice #0192,takeout,7272 Lakeview Blvd,Austin,TX,78701,(736) 735-3600,10:00,23:00,true,2025-04-17
STR0193,Slice & Dice #0193,express_kiosk,6797 2nd St,Denver,CO,80202,(546) 895-1857,10:00,23:00,true,2022-04-05
STR0194,Slice & Dice #0194,dine_in,5501 Oak Ave,Phoenix,AZ,85004,(771) 894-7333,10:00,23:00,true,2023-02-12
STR0195,Slice & Dice #0195,takeout,5561 Oak Ave,Charlotte,NC,28202,(796) 879-3317,10:00,23:00,true,2018-06-24
STR0196,Slice & Dice #0196,express_kiosk,2212 Park Ave,Miami,FL,33101,(925) 286-6072,10:00,23:00,true,2022-03-20
STR0197,Slice & Dice #0197,delivery_hub,2193 Sunset Blvd,Nashville,TN,37203,(919) 956-9624,10:00,23:00,true,2022-07-09
STR0198,Slice & Dice #0198,delivery_hub,398 Elm St,Seattle,WA,98101,(516) 384-4509,10:00,23:00,true,2023-08-05
STR0199,Slice & Dice #0199,takeout,3811 Pine Rd,Portland,OR,97201,(358) 279-5846,10:00,23:00,true,2016-02-19
STR0200,Slice & Dice #0200,dine_in,5617 2nd St,Chicago,IL,60601,(832) 334-7172,10:00,23:00,true,2017-01-10
STR0201,Slice & Dice #0201,takeout,7270 Main St,Charlotte,NC,28202,(620) 573-4891,10:00,23:00,true,2021-11-05
STR0202,Slice & Dice #0202,express_kiosk,3933 River Rd,Denver,CO,80202,(444) 516-8684,10:00,23:00,true,2017-03-05
STR0203,Slice & Dice #0203,express_kiosk,7664 2nd St,Phoenix,AZ,85004,(488) 996-7256,10:00,23:00,true,2019-09-11
STR0204,Slice & Dice #0204,takeout,2367 5th Ave,Houston,TX,77002,(456) 253-8873,10:00,23:00,true,2021-03-21
